GO,NS,enrichment,name,ratio_in_study,ratio_in_pop,p_uncorrected,depth,study_count,p_fdr,study_items,p_fdr_fix,cluster_id,cluster_type
GO:2001236,BP,e,regulation of extrinsic apoptotic signaling pathway,"(5, 15)","(40, 3513)",4.0884029170507155e-07,8,5,0.004,"['RELA', 'TNFAIP3', 'CYLD', 'CFLAR', 'TRAF2']",0.005988023952095809,0.0,sensor
GO:0071219,BP,e,cellular response to molecule of bacterial origin,"(5, 15)","(40, 3513)",4.0884029170507155e-07,5,5,0.004,"['RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'TNFAIP3']",0.005988023952095809,0.0,sensor
GO:0002449,BP,e,lymphocyte mediated immunity,"(5, 15)","(41, 3513)",4.6451074186409924e-07,4,5,0.004,"['TRAF6', 'MYD88', 'MAP3K7', 'TRAF2', 'IL1R1']",0.005988023952095809,0.0,sensor
GO:0051403,BP,e,stress-activated MAPK cascade,"(5, 15)","(42, 3513)",5.260219437283402e-07,7,5,0.006,"['TRAF6', 'MYD88', 'CYLD', 'MAP3K7', 'TRAF2']",0.007984031936127744,0.0,sensor
GO:0009617,BP,e,response to bacterium,"(6, 15)","(83, 3513)",6.125842759615451e-07,5,6,0.006,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'TNFAIP3']",0.007984031936127744,0.0,sensor
GO:0007250,BP,e,activation of NF-kappaB-inducing kinase activity,"(3, 15)","(5, 3513)",6.270022310450663e-07,12,3,0.006,"['MAP3K7', 'TRAF2', 'TRAF6']",0.007984031936127744,0.0,sensor
GO:0031098,BP,e,stress-activated protein kinase signaling cascade,"(5, 15)","(44, 3513)",6.683397794051037e-07,6,5,0.006,"['TRAF6', 'MYD88', 'CYLD', 'MAP3K7', 'TRAF2']",0.007984031936127744,0.0,sensor
GO:0019219,BP,e,regulation of nucleobase-containing compound metabolic process,"(13, 15)","(861, 3513)",6.781316789572871e-07,5,13,0.006,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2']",0.007984031936127744,0.0,sensor
GO:0008219,BP,e,cell death,"(10, 15)","(408, 3513)",7.051654521020551e-07,2,10,0.006,"['RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'TNFAIP3', 'CYLD', 'CFLAR', 'BIRC2', 'MAP3K7', 'TRAF2']",0.007984031936127744,0.0,sensor
GO:0071216,BP,e,cellular response to biotic stimulus,"(5, 15)","(46, 3513)",8.395442666435435e-07,3,5,0.006,"['RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'TNFAIP3']",0.007984031936127744,0.0,sensor
GO:0006950,BP,e,response to stress,"(12, 15)","(698, 3513)",8.77763023606273e-07,2,12,0.006,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'TNFAIP3', 'CYLD', 'CFLAR', 'BIRC2', 'MAP3K7', 'TRAF2', 'IL1R1']",0.007984031936127744,0.0,sensor
GO:2000112,BP,e,regulation of cellular macromolecule biosynthetic process,"(13, 15)","(882, 3513)",9.163367383775953e-07,6,13,0.006,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2']",0.007984031936127744,0.0,sensor
GO:0010556,BP,e,regulation of macromolecule biosynthetic process,"(13, 15)","(886, 3513)",9.695726184765329e-07,5,13,0.006,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2']",0.007984031936127744,0.0,sensor
GO:1901700,BP,e,response to oxygen-containing compound,"(9, 15)","(314, 3513)",1.0061054487074333e-06,3,9,0.006,"['RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'CFLAR', 'BIRC2', 'TRAF2']",0.007984031936127744,0.0,sensor
GO:1901698,BP,e,response to nitrogen compound,"(8, 15)","(226, 3513)",1.1282532156120028e-06,3,8,0.006,"['RELA', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'CFLAR', 'BIRC2', 'TRAF2']",0.007984031936127744,0.0,sensor
GO:0034654,BP,e,nucleobase-containing compound biosynthetic process,"(13, 15)","(903, 3513)",1.2288687479902836e-06,5,13,0.006,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2']",0.007984031936127744,0.0,sensor
GO:0002708,BP,e,positive regulation of lymphocyte mediated immunity,"(4, 15)","(21, 3513)",1.2356036062657215e-06,7,4,0.006,"['MAP3K7', 'TRAF2', 'TRAF6', 'IL1R1']",0.007984031936127744,0.0,sensor
GO:0002824,BP,e,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,"(4, 15)","(21, 3513)",1.2356036062657215e-06,7,4,0.006,"['MAP3K7', 'TRAF2', 'TRAF6', 'IL1R1']",0.007984031936127744,0.0,sensor
GO:1901701,BP,e,cellular response to oxygen-containing compound,"(8, 15)","(229, 3513)",1.2488325629120207e-06,4,8,0.006,"['RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'CFLAR', 'TRAF2']",0.007984031936127744,0.0,sensor
GO:0060544,BP,e,regulation of necroptotic process,"(3, 15)","(6, 3513)",1.2507887038557184e-06,7,3,0.006,"['BIRC2', 'CYLD', 'CFLAR']",0.007984031936127744,0.0,sensor
GO:0070431,BP,e,nucleotide-binding oligomerization domain containing 2 signaling pathway,"(3, 15)","(6, 3513)",1.2507887038557184e-06,8,3,0.006,"['RELA', 'TNFAIP3', 'NFKBIA']",0.007984031936127744,0.0,sensor
GO:0032496,BP,e,response to lipopolysaccharide,"(5, 15)","(50, 3513)",1.2852962479772825e-06,5,5,0.006,"['RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'TNFAIP3']",0.007984031936127744,0.0,sensor
GO:0031326,BP,e,regulation of cellular biosynthetic process,"(13, 15)","(907, 3513)",1.2984380572235794e-06,5,13,0.006,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2']",0.007984031936127744,0.0,sensor
GO:0010467,BP,e,gene expression,"(15, 15)","(1430, 3513)",1.3361946997000149e-06,4,15,0.006,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'ZNF638', 'BIRC2', 'MAP3K7', 'TRAF2', 'IL1R1']",0.007984031936127744,0.0,sensor
GO:0009889,BP,e,regulation of biosynthetic process,"(13, 15)","(917, 3513)",1.4883963328066062e-06,4,13,0.006,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2']",0.007984031936127744,0.0,sensor
GO:0002702,BP,e,positive regulation of production of molecular mediator of immune response,"(4, 15)","(22, 3513)",1.5063863902729916e-06,7,4,0.006,"['MAP3K7', 'TRAF2', 'TRAF6', 'IL1R1']",0.007984031936127744,0.0,sensor
GO:0002821,BP,e,positive regulation of adaptive immune response,"(4, 15)","(22, 3513)",1.5063863902729916e-06,6,4,0.006,"['MAP3K7', 'TRAF2', 'TRAF6', 'IL1R1']",0.007984031936127744,0.0,sensor
GO:0042221,BP,e,response to chemical,"(12, 15)","(733, 3513)",1.533295531211865e-06,2,12,0.006,"['RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'CYLD', 'CFLAR', 'BIRC2', 'MAP3K7', 'TRAF2', 'IL1R1']",0.007984031936127744,0.0,sensor
GO:0016070,BP,e,RNA metabolic process,"(14, 15)","(1150, 3513)",1.6082384020190306e-06,6,14,0.006,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'ZNF638', 'BIRC2', 'MAP3K7', 'TRAF2']",0.007984031936127744,0.0,sensor
GO:0019438,BP,e,aromatic compound biosynthetic process,"(13, 15)","(925, 3513)",1.6582820008024163e-06,4,13,0.006,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2']",0.007984031936127744,0.0,sensor
GO:0018130,BP,e,heterocycle biosynthetic process,"(13, 15)","(925, 3513)",1.6582820008024163e-06,4,13,0.006,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2']",0.007984031936127744,0.0,sensor
GO:0097191,BP,e,extrinsic apoptotic signaling pathway,"(5, 15)","(53, 3513)",1.7283505631762616e-06,6,5,0.006,"['RELA', 'TNFAIP3', 'CYLD', 'CFLAR', 'TRAF2']",0.007984031936127744,0.0,sensor
GO:0002237,BP,e,response to molecule of bacterial origin,"(5, 15)","(53, 3513)",1.7283505631762616e-06,4,5,0.006,"['RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'TNFAIP3']",0.007984031936127744,0.0,sensor
GO:0002831,BP,e,regulation of response to biotic stimulus,"(5, 15)","(53, 3513)",1.7283505631762616e-06,4,5,0.006,"['RNF31', 'TRAF6', 'TNFAIP3', 'BIRC2', 'MAP3K7']",0.007984031936127744,0.0,sensor
GO:0065009,BP,e,regulation of molecular function,"(11, 15)","(583, 3513)",1.735036440688222e-06,2,11,0.006,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'TNFAIP3', 'CYLD', 'CFLAR', 'BIRC2', 'MAP3K7', 'TRAF2']",0.007984031936127744,0.0,sensor
GO:0002443,BP,e,leukocyte mediated immunity,"(5, 15)","(54, 3513)",1.9001498945222955e-06,3,5,0.006,"['TRAF6', 'MYD88', 'MAP3K7', 'TRAF2', 'IL1R1']",0.007984031936127744,0.0,sensor
GO:0062098,BP,e,regulation of programmed necrotic cell death,"(3, 15)","(7, 3513)",2.183266771683437e-06,6,3,0.006,"['BIRC2', 'CYLD', 'CFLAR']",0.007984031936127744,0.0,sensor
GO:1901362,BP,e,organic cyclic compound biosynthetic process,"(13, 15)","(949, 3513)",2.279813326713784e-06,4,13,0.008,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2']",0.00998003992015968,0.0,sensor
GO:0002700,BP,e,regulation of production of molecular mediator of immune response,"(4, 15)","(25, 3513)",2.58543032682664e-06,6,4,0.008,"['MAP3K7', 'TRAF2', 'TRAF6', 'IL1R1']",0.00998003992015968,0.0,sensor
GO:0002705,BP,e,positive regulation of leukocyte mediated immunity,"(4, 15)","(25, 3513)",2.58543032682664e-06,6,4,0.008,"['MAP3K7', 'TRAF2', 'TRAF6', 'IL1R1']",0.00998003992015968,0.0,sensor
GO:0046328,BP,e,regulation of JNK cascade,"(4, 15)","(25, 3513)",2.58543032682664e-06,9,4,0.008,"['CYLD', 'TRAF2', 'TRAF6', 'MYD88']",0.00998003992015968,0.0,sensor
GO:0050852,BP,e,T cell receptor signaling pathway,"(4, 15)","(25, 3513)",2.58543032682664e-06,10,4,0.008,"['RNF31', 'RELA', 'TRAF6', 'MAP3K7']",0.00998003992015968,0.0,sensor
GO:0071396,BP,e,cellular response to lipid,"(6, 15)","(112, 3513)",3.638236411290244e-06,5,6,0.008,"['RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'TNFAIP3', 'CFLAR']",0.00998003992015968,0.0,sensor
GO:0051716,BP,e,cellular response to stimulus,"(14, 15)","(1227, 3513)",3.8867546894113625e-06,2,14,0.008,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2', 'IL1R1']",0.00998003992015968,0.0,sensor
GO:0043408,BP,e,regulation of MAPK cascade,"(6, 15)","(114, 3513)",4.0374946262067934e-06,7,6,0.008,"['TRAF6', 'MYD88', 'CYLD', 'CFLAR', 'MAP3K7', 'TRAF2']",0.00998003992015968,0.0,sensor
GO:0002706,BP,e,regulation of lymphocyte mediated immunity,"(4, 15)","(29, 3513)",4.805617727098223e-06,6,4,0.008,"['MAP3K7', 'TRAF2', 'TRAF6', 'IL1R1']",0.00998003992015968,0.0,sensor
GO:0050851,BP,e,antigen receptor-mediated signaling pathway,"(4, 15)","(29, 3513)",4.805617727098223e-06,9,4,0.008,"['RNF31', 'RELA', 'TRAF6', 'MAP3K7']",0.00998003992015968,0.0,sensor
GO:0032743,BP,e,positive regulation of interleukin-2 production,"(3, 15)","(9, 3513)",5.212996962497858e-06,8,3,0.008,"['MAP3K7', 'TRAF2', 'TRAF6']",0.00998003992015968,0.0,sensor
GO:0010939,BP,e,regulation of necrotic cell death,"(3, 15)","(9, 3513)",5.212996962497858e-06,5,3,0.008,"['BIRC2', 'CYLD', 'CFLAR']",0.00998003992015968,0.0,sensor
GO:0031349,BP,e,positive regulation of defense response,"(4, 15)","(30, 3513)",5.530991895764434e-06,6,4,0.008,"['RNF31', 'MAP3K7', 'TRAF6', 'NFKBIA']",0.00998003992015968,0.0,sensor
GO:0000209,BP,e,protein polyubiquitination,"(5, 15)","(68, 3513)",6.056105166236976e-06,10,5,0.008,"['RNF31', 'TRAF6', 'TNFAIP3', 'BIRC2', 'TRAF2']",0.00998003992015968,0.0,sensor
GO:0009893,BP,e,positive regulation of metabolic process,"(12, 15)","(834, 3513)",6.6031222043161805e-06,4,12,0.008,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'TNFAIP3', 'NFKB2', 'CFLAR', 'BIRC2', 'MAP3K7', 'TRAF2', 'IL1R1']",0.00998003992015968,0.0,sensor
GO:0060255,BP,e,regulation of macromolecule metabolic process,"(14, 15)","(1284, 3513)",7.19847949167571e-06,4,14,0.008,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2', 'IL1R1']",0.00998003992015968,0.0,sensor
GO:0043507,BP,e,positive regulation of JUN kinase activity,"(3, 15)","(10, 3513)",7.428036881041641e-06,13,3,0.008,"['MAP3K7', 'TRAF2', 'TRAF6']",0.00998003992015968,0.0,sensor
GO:0090304,BP,e,nucleic acid metabolic process,"(14, 15)","(1305, 3513)",8.967711331405866e-06,5,14,0.008,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'ZNF638', 'BIRC2', 'MAP3K7', 'TRAF2']",0.00998003992015968,0.0,sensor
GO:0000165,BP,e,MAPK cascade,"(6, 15)","(132, 3513)",9.517700638080336e-06,6,6,0.008,"['TRAF6', 'MYD88', 'CYLD', 'CFLAR', 'MAP3K7', 'TRAF2']",0.00998003992015968,0.0,sensor
GO:0010243,BP,e,response to organonitrogen compound,"(7, 15)","(208, 3513)",9.887999129891977e-06,4,7,0.008,"['RELA', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'CFLAR', 'BIRC2']",0.00998003992015968,0.0,sensor
GO:0051239,BP,e,regulation of multicellular organismal process,"(9, 15)","(412, 3513)",1.0106388661643028e-05,3,9,0.008,"['RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'TNFAIP3', 'CYLD', 'MAP3K7', 'TRAF2', 'IL1R1']",0.00998003992015968,0.0,sensor
GO:0070266,BP,e,necroptotic process,"(3, 15)","(11, 3513)",1.0187351880952657e-05,5,3,0.008,"['BIRC2', 'CYLD', 'CFLAR']",0.00998003992015968,0.0,sensor
GO:0002440,BP,e,production of molecular mediator of immune response,"(4, 15)","(36, 3513)",1.1710022903162883e-05,5,4,0.008,"['MAP3K7', 'TRAF2', 'TRAF6', 'IL1R1']",0.00998003992015968,0.0,sensor
GO:0002699,BP,e,positive regulation of immune effector process,"(4, 15)","(36, 3513)",1.1710022903162883e-05,5,4,0.008,"['MAP3K7', 'TRAF2', 'TRAF6', 'IL1R1']",0.00998003992015968,0.0,sensor
GO:0002429,BP,e,immune response-activating cell surface receptor signaling pathway,"(4, 15)","(36, 3513)",1.1710022903162883e-05,8,4,0.008,"['RNF31', 'RELA', 'TRAF6', 'MAP3K7']",0.00998003992015968,0.0,sensor
GO:0002757,BP,e,immune response-activating signal transduction,"(4, 15)","(36, 3513)",1.1710022903162883e-05,7,4,0.008,"['RNF31', 'RELA', 'TRAF6', 'MAP3K7']",0.00998003992015968,0.0,sensor
GO:0043410,BP,e,positive regulation of MAPK cascade,"(5, 15)","(78, 3513)",1.1973255918450696e-05,8,5,0.008,"['TRAF6', 'MYD88', 'CFLAR', 'MAP3K7', 'TRAF2']",0.00998003992015968,0.0,sensor
GO:0002252,BP,e,immune effector process,"(5, 15)","(79, 3513)",1.275150450197748e-05,2,5,0.008,"['TRAF6', 'MYD88', 'MAP3K7', 'TRAF2', 'IL1R1']",0.00998003992015968,0.0,sensor
GO:0001959,BP,e,regulation of cytokine-mediated signaling pathway,"(4, 15)","(37, 3513)",1.3096354567178857e-05,6,4,0.008,"['TRAF2', 'TNFAIP3', 'CYLD', 'IL1R1']",0.00998003992015968,0.0,sensor
GO:0002703,BP,e,regulation of leukocyte mediated immunity,"(4, 15)","(37, 3513)",1.3096354567178857e-05,5,4,0.008,"['MAP3K7', 'TRAF2', 'TRAF6', 'IL1R1']",0.00998003992015968,0.0,sensor
GO:0002764,BP,e,immune response-regulating signaling pathway,"(4, 15)","(38, 3513)",1.4600235388309519e-05,5,4,0.008,"['RNF31', 'RELA', 'TRAF6', 'MAP3K7']",0.00998003992015968,0.0,sensor
GO:0070302,BP,e,regulation of stress-activated protein kinase signaling cascade,"(4, 15)","(38, 3513)",1.4600235388309519e-05,7,4,0.008,"['CYLD', 'TRAF2', 'TRAF6', 'MYD88']",0.00998003992015968,0.0,sensor
GO:0060759,BP,e,regulation of response to cytokine stimulus,"(4, 15)","(38, 3513)",1.4600235388309519e-05,4,4,0.008,"['TRAF2', 'TNFAIP3', 'CYLD', 'IL1R1']",0.00998003992015968,0.0,sensor
GO:0032872,BP,e,regulation of stress-activated MAPK cascade,"(4, 15)","(38, 3513)",1.4600235388309519e-05,8,4,0.008,"['CYLD', 'TRAF2', 'TRAF6', 'MYD88']",0.00998003992015968,0.0,sensor
GO:0002768,BP,e,immune response-regulating cell surface receptor signaling pathway,"(4, 15)","(38, 3513)",1.4600235388309519e-05,6,4,0.008,"['RNF31', 'RELA', 'TRAF6', 'MAP3K7']",0.00998003992015968,0.0,sensor
GO:0045088,BP,e,regulation of innate immune response,"(4, 15)","(39, 3513)",1.6227851752213643e-05,6,4,0.008,"['BIRC2', 'MAP3K7', 'TNFAIP3', 'TRAF6']",0.00998003992015968,0.0,sensor
GO:0019222,BP,e,regulation of metabolic process,"(14, 15)","(1367, 3513)",1.6795043315348074e-05,3,14,0.008,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2', 'IL1R1']",0.00998003992015968,0.0,sensor
GO:0097396,BP,e,response to interleukin-17,"(2, 15)","(2, 3513)",1.702106137498906e-05,5,2,0.008,"['TRAF2', 'TRAF6']",0.00998003992015968,0.0,sensor
GO:0097400,BP,e,interleukin-17-mediated signaling pathway,"(2, 15)","(2, 3513)",1.702106137498906e-05,7,2,0.008,"['TRAF2', 'TRAF6']",0.00998003992015968,0.0,sensor
GO:0097398,BP,e,cellular response to interleukin-17,"(2, 15)","(2, 3513)",1.702106137498906e-05,6,2,0.008,"['TRAF2', 'TRAF6']",0.00998003992015968,0.0,sensor
GO:0043506,BP,e,regulation of JUN kinase activity,"(3, 15)","(13, 3513)",1.756759567956228e-05,12,3,0.016,"['MAP3K7', 'TRAF2', 'TRAF6']",0.017964071856287425,0.0,sensor
GO:2001233,BP,e,regulation of apoptotic signaling pathway,"(5, 15)","(86, 3513)",1.9374665105763112e-05,7,5,0.016,"['RELA', 'TNFAIP3', 'CYLD', 'CFLAR', 'TRAF2']",0.017964071856287425,0.0,sensor
GO:0051247,BP,e,positive regulation of protein metabolic process,"(8, 15)","(329, 3513)",1.9475225204902214e-05,6,8,0.016,"['RELA', 'TRAF6', 'NFKBIA', 'TNFAIP3', 'CFLAR', 'BIRC2', 'MAP3K7', 'TRAF2']",0.017964071856287425,0.0,sensor
GO:0048522,BP,e,positive regulation of cellular process,"(13, 15)","(1139, 3513)",2.1582740467762522e-05,4,13,0.016,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2', 'IL1R1']",0.017964071856287425,0.0,sensor
GO:0046330,BP,e,positive regulation of JNK cascade,"(3, 15)","(14, 3513)",2.230139612900081e-05,10,3,0.018,"['TRAF2', 'TRAF6', 'MYD88']",0.01996007984031936,0.0,sensor
GO:0002253,BP,e,activation of immune response,"(4, 15)","(43, 3513)",2.4103894707884823e-05,6,4,0.018,"['RNF31', 'RELA', 'TRAF6', 'MAP3K7']",0.01996007984031936,0.0,sensor
GO:0033993,BP,e,response to lipid,"(6, 15)","(158, 3513)",2.6902178065051833e-05,4,6,0.02,"['RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'TNFAIP3', 'CFLAR']",0.021956087824351298,0.0,sensor
GO:0050896,BP,e,response to stimulus,"(14, 15)","(1417, 3513)",2.7256339262884192e-05,1,14,0.022,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2', 'IL1R1']",0.023952095808383235,0.0,sensor
GO:0070534,BP,e,protein K63-linked ubiquitination,"(3, 15)","(15, 3513)",2.7805222706618235e-05,11,3,0.022,"['BIRC2', 'TRAF2', 'TRAF6']",0.023952095808383235,0.0,sensor
GO:0006139,BP,e,nucleobase-containing compound metabolic process,"(14, 15)","(1423, 3513)",2.88512337275248e-05,4,14,0.026,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'ZNF638', 'BIRC2', 'MAP3K7', 'TRAF2']",0.027944111776447105,0.0,sensor
GO:0051607,BP,e,defense response to virus,"(4, 15)","(45, 3513)",2.8954510331605046e-05,7,4,0.026,"['BIRC2', 'RELA', 'TNFAIP3', 'MYD88']",0.027944111776447105,0.0,sensor
GO:0140546,BP,e,defense response to symbiont,"(4, 15)","(45, 3513)",2.8954510331605046e-05,6,4,0.026,"['BIRC2', 'RELA', 'TNFAIP3', 'MYD88']",0.027944111776447105,0.0,sensor
GO:0044271,BP,e,cellular nitrogen compound biosynthetic process,"(13, 15)","(1169, 3513)",2.963267432189284e-05,4,13,0.026,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2']",0.027944111776447105,0.0,sensor
GO:0033554,BP,e,cellular response to stress,"(9, 15)","(473, 3513)",3.18855138282454e-05,3,9,0.028,"['RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'TNFAIP3', 'CYLD', 'CFLAR', 'MAP3K7', 'TRAF2']",0.029940119760479042,0.0,sensor
GO:0032103,BP,e,positive regulation of response to external stimulus,"(4, 15)","(47, 3513)",3.448746419786369e-05,5,4,0.03,"['RNF31', 'MAP3K7', 'TRAF6', 'NFKBIA']",0.031936127744510975,0.0,sensor
GO:1901652,BP,e,response to peptide,"(5, 15)","(97, 3513)",3.491311853559528e-05,5,5,0.03,"['RELA', 'NFKBIA', 'NCOA5', 'TNFAIP3', 'CFLAR']",0.031936127744510975,0.0,sensor
GO:0010604,BP,e,positive regulation of macromolecule metabolic process,"(11, 15)","(786, 3513)",3.6793816939337824e-05,5,11,0.03,"['RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'TNFAIP3', 'NFKB2', 'CFLAR', 'BIRC2', 'MAP3K7', 'TRAF2', 'IL1R1']",0.031936127744510975,0.0,sensor
GO:0051171,BP,e,regulation of nitrogen compound metabolic process,"(13, 15)","(1196, 3513)",3.911595284296804e-05,4,13,0.03,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2']",0.031936127744510975,0.0,sensor
GO:0034645,BP,e,cellular macromolecule biosynthetic process,"(13, 15)","(1197, 3513)",3.9514958781061084e-05,5,13,0.03,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2']",0.031936127744510975,0.0,sensor
GO:0046483,BP,e,heterocycle metabolic process,"(14, 15)","(1457, 3513)",3.9630079158686576e-05,3,14,0.03,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'ZNF638', 'BIRC2', 'MAP3K7', 'TRAF2']",0.031936127744510975,0.0,sensor
GO:0009059,BP,e,macromolecule biosynthetic process,"(13, 15)","(1200, 3513)",4.0734254230461004e-05,4,13,0.03,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2']",0.031936127744510975,0.0,sensor
GO:0002697,BP,e,regulation of immune effector process,"(4, 15)","(49, 3513)",4.076053898444153e-05,4,4,0.03,"['MAP3K7', 'TRAF2', 'TRAF6', 'IL1R1']",0.031936127744510975,0.0,sensor
GO:0006725,BP,e,cellular aromatic compound metabolic process,"(14, 15)","(1461, 3513)",4.111638802638035e-05,3,14,0.03,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'ZNF638', 'BIRC2', 'MAP3K7', 'TRAF2']",0.031936127744510975,0.0,sensor
GO:0048518,BP,e,positive regulation of biological process,"(13, 15)","(1208, 3513)",4.4154569679666685e-05,3,13,0.032,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2', 'IL1R1']",0.033932135728542916,0.0,sensor
