gene1,Systematic gene name
msn5,YDR335W
mso1,YNR049C
msp1,YGR028W
mss1,YMR023C
mss11,YMR164C
mss116,YDR194C
mss18,YPR134W
mss2,YDL107W
mss4-103,YDR208W
mss51,YLR203C
mst27,YGL051W
mst28,YAR033W
msw1,YDR268W
msy1,YPL097W
mtc1,YJL123C
mtc2,YKL098W
mtc3,YGL226W
mtc4,YBR255W
mtc5,YDR128W
mtc6,YHR151C
mtd1,YKR080W
mtf2,YDL044C
mtg1-supp1,YMR097C
mtg2-supp1,YHR168W
mth1,YDR277C
mtl1,YGR023W
mtm1,YGR257C
mto1,YGL236C
mtq1,YNL063W
mtr10-5016-supp1,YOR160W
mtr2-5002,YKL186C
mtr3-ts,YGR158C
mtr4-1,YJL050W
mtw1-ts,YAL034W-A
mub1,YMR100W
mud1,YBR119W
mud2,YKL074C
muk1,YPL070W
mum2,YBR057C
mum3,YOR298W
mup1,YGR055W
mup3,YHL036W
mus81,YDR386W
mvb12,YGR206W
mvd1-1296,YNR043W
mvp1,YMR004W
mxr1,YER042W
mxr2,YCL033C
myo2-14,YOR326W
myo2-16,YOR326W
myo3,YKL129C
myo4,YAL029C
myo5,YMR109W
mzm1,YDR493W
nab2-5005,YGL122C
nab2-5007,YGL122C
nab3-11,YPL190C
nab6,YML117W
naf1-5001,YNL124W
nam7,YMR080C
nam8,YHR086W
nap1,YKR048C
nar1-5001,YNL240C
nas2,YIL007C
nas6,YGR232W
nat1,YDL040C
nat3,YPR131C
nat4,YMR069W
nat5,YOR253W
nba1,YOL070C
nbl1,YHR199C-A
nbp1-1,YLR457C
nbp2,YDR162C
nbp35-5001,YGL091C
nca2,YPR155C
nca3,YJL116C
ncb2-5009,YDR397C
nce101,YJL205C
nce102,YPR149W
nce103,YNL036W
ncl1,YBL024W
ncr1,YPL006W
ncs2,YNL119W
ncs6,YGL211W
nde1,YMR145C
nde2,YDL085W
ndi1,YML120C
ndj1,YOL104C
ndl1,YLR254C
ndt80,YHR124W
nej1,YLR265C
nel1,YHR035W
nem1,YHR004C
neo1-2,YIL048W
new1,YPL226W
nfi1,YOR156C
nfs1-5003,YCL017C
nft1,YKR103W
nfu1,YKL040C
ngg1,YDR176W
ngl1,YOL042W
ngl2,YMR285C
ngl3,YML118W
ngr1,YBR212W
nha1,YLR138W
nhp10,YDL002C
nhp2-5001,YDL208W
nhp6a,YPR052C
nhp6b,YBR089C-A
nhx1,YDR456W
nif3,YGL221C
nip1-5001,YMR309C
nip1-5004,YMR309C
nip1-5007,YMR309C
nip1-5010,YMR309C
nip100,YPL174C
nip7-1,YPL211W
nis1,YNL078W
nit1,YIL164C
nit2,YJL126W
nit3,YLR351C
nkp1,YDR383C
nkp2,YLR315W
nma1,YLR328W
nma111,YNL123W
nma2,YGR010W
nmd2,YHR077C
nmd3-4,YHR170W
nmd4,YLR363C
nmt1-181,YLR195C
nnf1-17,YJR112W
nnf1-48,YJR112W
nnf1-77,YJR112W
nnf2,YGR089W
nnk1,YKL171W
nnt1,YLR285W
nob1-5001,YOR056C
noc3-5001,YLR002C
noc4-5005,YPR144C
nog1-5004,YPL093W
nog1-5005,YPL093W
nog2-1,YNR053C
nop1-2,YDL014W
nop1-3,YDL014W
nop10,YHR072W-A
nop12,YOL041C
nop13,YNL175C
nop14-5001,YDL148C
nop16,YER002W
nop19-5001-supp1,YGR251W
nop2-10,YNL061W
nop2-3,YNL061W
nop2-4-supp1,YNL061W
nop2-5,YNL061W
nop2-6,YNL061W
nop2-9,YNL061W
nop4-3,YPL043W
nop53-5005,YPL146C
nop56-5001,YLR197W
nop58-5001,YOR310C
nop6,YDL213C
nop7-1,YGR103W
nop8-101,YOL144W
nop8-5001,YOL144W
nop9-5001,YJL010C
nop9-5004,YJL010C
not3,YIL038C
npa3-5001,YJR072C
npl3,YDR432W
npl4,YBR170C
npp1,YCR026C
npp2,YEL016C
npr1,YNL183C
npr2,YEL062W
npr3,YHL023C
npt1,YOR209C
npy1,YGL067W
nqm1,YGR043C
nrg1,YDR043C
nrg2,YBR066C
nrk1,YNL129W
nrm1,YNR009W
nrp1,YDL167C
nrt1,YOR071C
nsa1-5001,YGL111W
nsa1-5002,YGL111W
nse1-16,YLR007W
nse1-5001,YLR007W
nse3-ts3,YDR288W
nse3-ts4,YDR288W
nse4-5001,YDL105W
nse4-ts1,YDL105W
nse4-ts2,YDL105W
nse4-ts3,YDL105W
nse4-ts4,YDL105W
nse5-ts1,YML023C
nse5-ts2,YML023C
nse5-ts3,YML023C
nse5-ts4,YML023C
nsg1,YHR133C
nsg2,YNL156C
nsi1,YDR026C
nsl1-5,YPL233W
nsl1-6,YPL233W
nsp1-5002,YJL041W
nst1,YNL091W
nta1,YJR062C
ntc20,YBR188C
nte1,YML059C
ntf2-5001,YER009W
ntf2-h104y,YER009W
ntg1,YAL015C
ntg2,YOL043C
nth1,YDR001C
nth2,YBR001C
nto1,YPR031W
ntr2-5001,YKR022C
nuc1,YJL208C
nuf2-5001,YOL069W
nuf2-61,YOL069W
nug1-2,YER006W
num1,YDR150W
nup100,YKL068W
nup116-5024,YMR047C
nup116-5025,YMR047C
nup120,YKL057C
nup133,YKR082W
nup145-r4,YGL092W
nup157,YER105C
nup159-1,YIL115C
nup170,YBL079W
nup170-supp1,YBL079W
nup188,YML103C
nup192-15,YJL039C
nup2,YLR335W
nup42,YDR192C
nup53,YMR153W
nup57-5001,YGR119C
nup57-e17,YGR119C
nup60,YAR002W
nup82-5004,YJL061W
nup82-5005,YJL061W
nup84,YDL116W
nup85-5001,YJR042W
nur1,YDL089W
nus1-5001,YDL193W
nut1,YGL151W
nut2-ts,YPR168W
nvj1,YHR195W
nvj2,YPR091C
nvj3,YDR179W-A
nyv1,YLR093C
oac1,YKL120W
oaf1,YAL051W
oaf3,YKR064W
oar1,YKL055C
oaz1,YPL052W
oca1,YNL099C
oca2,YNL056W
oca4,YCR095C
oca5,YHL029C
oca6,YDR067C
odc1,YPL134C
odc2,YOR222W
ogg1,YML060W
okp1-5,YGR179C
ola1,YBR025C
ole1-m2,YGL055W
om14,YBR230C
om45,YIL136W
oma1,YKR087C
oms1,YDR316W
opi1,YHL020C
opi10,YOL032W
opi11,YPR044C
opi3,YJR073C
opi6,YDL096C
opi7,YDR360W
opi8,YKR035C
opt1,YJL212C
opt2,YPR194C
opy1,YBR129C
opy2,YPR075C
orc1-5001,YML065W
orc2-1,YBR060C
orc2-2,YBR060C
orc2-3,YBR060C
orc2-4,YBR060C
orc3-70,YLL004W
orc4-5001,YPR162C
orc5-70,YNL261W
orc6-5001,YHR118C
orm1,YGR038W
orm2,YLR350W
orm2-supp1,YLR350W
osh2,YDL019C
osh3,YHR073W
osh6,YKR003W
osh7,YHR001W
osm1,YJR051W
ost1-6,YJL002C
ost2-5001,YOR103C
ost3,YOR085W
ost4-supp1,YDL232W
ost4-supp2,YDL232W
ost5,YGL226C-A
ost6,YML019W
osw1,YOR255W
osw2,YLR054C
osw5,YMR148W
osw7,YFR039C
otu1,YFL044C
otu2,YHL013C
oxa1,YER154W
oxp1,YKL215C
oxr1,YPL196W
oye2,YHR179W
oye3,YPL171C
paa1,YDR071C
pab1-5001,YER165W
pab1-5002,YER165W
pab1-5003-supp1,YER165W
pab1-5004,YER165W
pac1,YOR269W
pac10,YGR078C
pac10-supp1,YGR078C
pac11,YDR488C
pac2,YER007W
pad1,YDR538W
paf1,YBR279W
pah1-supp1,YMR165C
pai3,YMR174C
pal1,YDR348C
pam1,YDR251W
pam16-3,YJL104W
pam17,YKR065C
pam18-1,YLR008C
pan1-4,YIR006C
pan2,YGL094C
pan3,YKL025C
pan5,YHR063C
pan6,YIL145C
pap1-5003,YKR002W
pap2,YOL115W
par32,YDL173W
pat1,YCR077C
pau1,YJL223C
pau10,YDR542W
pau11,YGL261C
pau12,YGR294W
pau13,YHL046C
pau14,YIL176C
pau15,YIR041W
pau16,YKL224C
pau17,YLL025W
pau19,YMR325W
pau2,YEL049W
pau20,YOL161C
pau22,YPL282C
pau23,YLR037C
pau24,YBR301W
pau3,YCR104W
pau4,YLR461W
pau5,YFL020C
pau7,YAR020C
pau8,YAL068C
pau9,YBL108C-A
pba1,YLR199C
pbi1,YPL272C
pbi2,YNL015W
pbn1-5001,YCL052C
pbp1,YGR178C
pbp2,YBR233W
pbp4,YDL053C
pbs2,YJL128C
pby1,YBR094W
pca1,YBR295W
pcd1,YLR151C
pcf11-2,YDR228C
pcf11-ts10,YDR228C
pcf11-ts2,YDR228C
pch2,YBR186W
pci8,YIL071C
pck1,YKR097W
pcl1,YNL289W
pcl10,YGL134W
pcl2,YDL127W
pcl5,YHR071W
pcl6,YER059W
pcl7,YIL050W
pcl8,YPL219W
pcl9,YDL179W
pcp1,YGR101W
pcs60,YBR222C
pct1,YGR202C
pda1,YER178W
pdb1,YBR221C
pdc1,YLR044C
pdc2-5001,YDR081C
pdc5,YLR134W
pdc6,YGR087C
pde1,YGL248W
pde2,YOR360C
pdh1,YPR002W
pdi1-5001-supp1,YCL043C
pdp3,YLR455W
pdr1,YGL013C
pdr10,YOR328W
pdr11,YIL013C
pdr12,YPL058C
pdr15,YDR406W
pdr16,YNL231C
pdr17,YNL264C
pdr18,YNR070W
pdr3,YBL005W
pdr5,YOR153W
pdr8,YLR266C
pds1-128,YDR113C
pds5-1,YMR076C
pdx1,YGR193C
pdx3,YBR035C
pea2,YER149C
pef1,YGR058W
pep1,YBL017C
pep12,YOR036W
pep3,YLR148W
pep4,YPL154C
pep5,YMR231W
pep7,YDR323C
pep8,YJL053W
per1-supp1,YCR044C
per33,YLR064W
pes4,YFR023W
pet10,YKR046C
pet100,YDR079W
pet111,YMR257C
pet112,YBL080C
pet117,YER058W
pet122,YER153C
pet127,YOR017W
pet130-supp1,YJL023C
pet18,YCR020C
pet191,YJR034W
pet20,YPL159C
pet309,YLR067C
pet494,YNR045W
pet54,YGR222W
pet8,YNL003C
pex1,YKL197C
pex10,YDR265W
pex11,YOL147C
pex12,YMR026C
pex13,YLR191W
pex14,YGL153W
pex15,YOL044W
pex17,YNL214W
pex18,YHR160C
pex19,YDL065C
pex2,YJL210W
pex21,YGR239C
pex22,YAL055W
pex25,YPL112C
pex27,YOR193W
pex28,YHR150W
pex29,YDR479C
pex3,YDR329C
pex30,YLR324W
pex31,YGR004W
pex32,YBR168W
pex32-supp1,YBR168W
pex34,YCL056C
pex4,YGR133W
pex5,YDR244W
pex6,YNL329C
pex7,YDR142C
pex8,YGR077C
pfa4,YOL003C
pfa5,YDR459C
pfd1,YJL179W
pff1,YBR074W
pfk1,YGR240C
pfk2-supp1,YMR205C
pfk26,YIL107C
pfk27,YOL136C
pfs1,YHR185C
pfy1-13,YOR122C
pfy1-14,YOR122C
pfy1-4,YOR122C
pga1-5001,YNL158W
pga2-5004,YNL149C
pga3-5001,YML125C
pgc1,YPL206C
pgi1-2,YBR196C
pgm1,YKL127W
pgm2,YMR105C
pgu1,YJR153W
pha2,YNL316C
phb1,YGR132C
phb1-supp1,YGR132C
phb2,YGR231C
phd1,YKL043W
phm6,YDR281C
phm7,YOL084W
phm8,YER037W
pho11,YAR071W
pho12,YHR215W
pho13,YDL236W
pho2,YDL106C
pho23,YNL097C
pho3,YBR092C
pho4,YFR034C
pho5,YBR093C
pho8,YDR481C
pho80,YOL001W
pho81,YGR233C
pho84,YML123C
pho85,YPL031C
pho86,YJL117W
pho87,YCR037C
pho89,YBR296C
pho90,YJL198W
pho91,YNR013C
pho92,YDR374C
phr1,YOR386W
phs1-1,YJL097W
phs1-5001,YJL097W
pib1,YDR313C
pib2,YGL023C
pic2,YER053C
pif1,YML061C
pig1,YLR273C
pig2,YIL045W
pih1,YHR034C
pik1-104,YNL267W
pik1-139,YNL267W
pil1,YGR086C
pim1,YBL022C
pin2,YOR104W
pin3,YPR154W
pin4,YBL051C
pip2,YOR363C
pir1,YKL164C
pir3,YKL163W
pir5,YJL160C
pkc1-1,YBL105C
pkc1-2,YBL105C
pkc1-3,YBL105C
pkc1-4,YBL105C
pkc1-ts,YBL105C
pkh1,YDR490C
pkh3,YDR466W
pkp1,YIL042C
pkp2,YGL059W
pkr1,YMR123W
plb1,YMR008C
plb2,YMR006C
plb3,YOL011W
plm2,YDR501W
plp1,YDR183W
plp2-5001,YOR281C
pma1-5001,YGL008C
pma2,YPL036W
pmc1,YGL006W
pmd1,YER132C
pmi40-5001,YER003C
pml1,YLR016C
pml39,YML107C
pmp1,YCR024C-A
pmp2,YEL017C-A
pmp3,YDR276C
pmr1,YGL167C
pms1,YNL082W
pms1-supp1,YNL082W
pmt1,YDL095W
pmt2,YAL023C
pmt3,YOR321W
pmt4,YJR143C
pmt5,YDL093W
pmt6,YGR199W
pmt7,YDR307W
pmu1,YKL128C
pnc1,YGL037C
png1,YPL096W
pno1-5003,YOR145C
pnp1,YLR209C
pns1,YOR161C
pnt1,YOR266W
poa1,YBR022W
pob3-7,YML069W
pob3-l78r,YML069W
poc4,YPL144W
pof1,YCL047C
pog1,YIL122W
pol1-1,YNL102W
pol1-12,YNL102W
pol1-13,YNL102W
pol1-17,YNL102W
pol1-2,YNL102W
pol1-ts,YNL102W
pol12-ts,YBL035C
pol2-12,YNL262W
pol30-k107r,YBR088C
pol30-k108r,YBR088C
pol30-k117r,YBR088C
pol30-k127r,YBR088C
pol30-k146r,YBR088C
pol30-k164r,YBR088C
pol30-k168r,YBR088C
pol30-k183r,YBR088C
pol30-k196r,YBR088C
pol30-k210r,YBR088C
pol30-k217r,YBR088C
pol30-k242r,YBR088C
pol30-k253r,YBR088C
pol31-5001,YJR006W
pol31-5001-supp1,YJR006W
pol32,YJR043C
pol4,YCR014C
pol5-1,YEL055C
pol5-3,YEL055C
pom152,YMR129W
pom33,YLL023C
pom34,YLR018C
pop1-5001,YNL221C
pop1-5002,YNL221C
pop1-5003,YNL221C
pop3-5001,YNL282W
pop4-5001,YBR257W
pop5-5005,YAL033W
pop5-5006,YAL033W
pop6-5001,YGR030C
pop7-5001,YBR167C
por1,YNL055C
por2,YIL114C
pot1,YIL160C
pox1,YGL205W
ppa2,YMR267W
ppe1,YHR075C
ppg1,YNR032W
pph21,YDL134C
pph22,YDL188C
pph3,YDR075W
ppm1,YDR435C
ppm2,YOL141W
ppn1,YDR452W
ppq1,YPL179W
ppr1,YLR014C
pps1,YBR276C
ppt1,YGR123C
ppt2,YPL148C
ppx1,YHR201C
ppz1,YML016C
ppz2,YDR436W
prb1,YEL060C
prc1,YMR297W
prd1,YCL057W
pre1-1,YER012W
pre10-5001,YOR362C
pre2-1,YPR103W
pre2-1-supp1,YPR103W
pre2-127,YPR103W
pre2-2,YPR103W
pre2-75,YPR103W
pre2-v214a,YPR103W
pre3-2,YJL001W
pre4-5001,YFR050C
pre6-5001,YOL038W
pre7-5001,YBL041W
pre8-5001,YML092C
pre9,YGR135W
pri1-m4,YIR008C
pri2-1,YKL045W
prk1,YIL095W
prm1,YNL279W
prm10,YJL108C
prm15,YMR278W
prm2,YIL037C
prm3,YPL192C
prm4,YPL156C
prm5,YIL117C
prm6,YML047C
prm7,YDL039C
prm8,YGL053W
prm9,YAR031W
prp11-ts,YDL043C
prp16-2,YKR086W
prp16-ts,YKR086W
prp18-1202,YGR006W
prp18-ts,YGR006W
prp19-1,YLL036C
prp2-1,YNR011C
prp21-ts,YJL203W
prp22-1,YER013W
prp24-ts,YMR268C
prp28-101,YDR243C
prp3-1,YDR473C
prp31-1,YGR091W
prp31-ts,YGR091W
prp38-1,YGR075C
prp39-1,YML046W
prp4-1,YPR178W
prp4-ts,YPR178W
prp40-5003,YKL012W
prp42-5001,YDR235W
prp43-ts2,YGL120C
prp45-5002,YAL032C
prp46-5001,YPL151C
prp5-1,YBR237W
prp6-1,YBR055C
prp6-ts,YBR055C
prp8,YHR165C
prp9-1,YDL030W
prp9-ts,YDL030W
prr1,YKL116C
prr2,YDL214C
prs2,YER099C
prs4,YBL068W
prs5,YOL061W
prt1-1,YOR361C
prx1,YBL064C
pry1,YJL079C
pry2,YKR013W
pry3,YJL078C
psd1,YNL169C
psd2,YGR170W
pse1-41,YMR308C
psf1-1,YDR013W
psf2-5001,YJL072C
psf3-5001,YOL146W
psh1,YOL054W
psk1,YAL017W
psk2,YOL045W
pso2,YMR137C
psp1,YDR505C
psp2,YML017W
psr1,YLL010C
psr2,YLR019W
pst1,YDR055W
pst2,YDR032C
psy1,YKL076C
psy2,YNL201C
psy3,YLR376C
psy4,YBL046W
pta1-5001,YAL043C
ptc1,YDL006W
ptc2,YER089C
ptc3,YBL056W
ptc4,YBR125C
ptc5,YOR090C
ptc6,YCR079W
ptc7,YHR076W
pth1,YHR189W
pth2,YBL057C
pth4,YOL114C
pti1-ts1,YGR156W
pti1-ts1-supp1,YGR156W
pti1-ts7,YGR156W
pti1-ts7-supp1,YGR156W
ptk1,YKL198C
ptk2,YJR059W
ptm1,YKL039W
ptp1,YDL230W
ptp2,YOR208W
ptp3,YER075C
ptr2,YKR093W
pub1,YNL016W
puf2,YPR042C
puf3,YLL013C
puf4,YGL014W
puf6,YDR496C
pug1,YER185W
pun1,YLR414C
pup1-1,YOR157C
pup2-5001,YGR253C
pup3-5001,YER094C
pus1,YPL212C
pus2,YGL063W
pus4,YNL292W
pus5,YLR165C
pus6,YGR169C
pus7,YOR243C
pus9,YDL036C
put1,YLR142W
put2,YHR037W
put3,YKL015W
put4,YOR348C
pwp1-5001,YLR196W
pwp2-5002,YCR057C
pxa1,YPL147W
pxa2,YKL188C
pxl1,YKR090W
pyc1,YGL062W
pyc2,YBR218C
pyk2,YOR347C
pzf1-5001-supp1,YPR186C
qcr10,YHR001W-A
qcr2,YPR191W
qcr6,YFR033C
qcr7,YDR529C
qcr8,YJL166W
qcr9,YGR183C
qdr1,YIL120W
qdr2,YIL121W
qdr3,YBR043C
qns1-5002,YHR074W
qri1-5001,YDL103C
qri1-ts1,YDL103C
qri1-ts6,YDL103C
qri5,YLR204W
qri7,YDL104C
rad1,YPL022W
rad10,YML095C
rad14,YMR201C
rad16,YBR114W
rad17,YOR368W
rad18,YCR066W
rad2,YGR258C
rad23,YEL037C
rad24,YER173W
rad26,YJR035W
rad27,YKL113C
rad28,YDR030C
rad3-ts14,YER171W
rad30,YDR419W
rad33,YML011C
rad34,YDR314C
rad4,YER162C
rad5,YLR032W
rad50,YNL250W
rad51,YER095W
rad52,YML032C
rad53-5001,YPL153C
rad53-5002-supp1,YPL153C
rad54,YGL163C
rad55,YDR076W
rad57,YDR004W
rad59,YDL059C
rad6,YGL058W
rad61,YDR014W
rad7,YJR052W
rad9,YDR217C
ram1-supp1,YDL090C
ram2-5001,YKL019W
rap1-1,YNL216W
ras1,YOR101W
ras2,YNL098C
rat1-1,YOR048C
rat1-1-supp1,YOR048C
rav1,YJR033C
rav2,YDR202C
rax1,YOR301W
rax2,YLR084C
rba50-5001,YDR527W
rbd2,YPL246C
rbg1,YAL036C
rbg2,YGR173W
rbk1,YCR036W
rbl2,YOR265W
rbs1,YDL189W
rce1,YMR274C
rcf1,YML030W
rcf2,YNR018W
rch1,YMR034C
rck1,YGL158W
rck2,YLR248W
rcl1-5004,YOL010W
rcm1,YNL022C
rcn1,YKL159C
rcn2,YOR220W
rco1,YMR075W
rcr1,YBR005W
rcr2,YDR003W
rcy1,YJL204C
rdh54,YBR073W
rdi1,YDL135C
rdl1,YOR285W
rdl2,YOR286W
rdr1,YOR380W
rds1,YCR106W
rds2,YPL133C
rds3-1,YPR094W
reb1-5001,YBR049C
rec102,YLR329W
rec104,YHR157W
rec107,YJR021C
rec114,YMR133W
rec8,YPR007C
red1,YLR263W
ree1,YJL217W
ref2,YDR195W
reg2,YBR050C
reh1,YLR387C
rei1,YBR267W
rei1-supp1,YBR267W
rer1,YCL001W
rer2-5001,YBR002C
rer2-5008,YBR002C
ret2-1,YFR051C
ret3-1,YPL010W
rev1,YOR346W
rev3,YPL167C
rev7,YIL139C
rex2,YLR059C
rex3,YLR107W
rex4,YOL080C
rfa1-m2,YAR007C
rfa2-5001,YNL312W
rfa3-313,YJL173C
rfc1-5002,YOR217W
rfc2-1,YJR068W
rfc2-1-supp1,YJR068W
rfc4-20,YOL094C
rfc5-1,YBR087W
rfm1,YOR279C
rfs1,YBR052C
rft1-5028,YBL020W
rfu1,YLR073C
rfx1,YLR176C
rga1,YOR127W
rga2,YDR379W
rgc1,YPR115W
rgd1,YBR260C
rgd2,YFL047W
rgi1,YER067W
rgi2,YIL057C
rgl1,YPL066W
rgm1,YMR182C
rgp1,YDR137W
rgr1-100,YLR071C
rgs2,YOR107W
rgt1,YKL038W
rgt2,YDL138W
rhb1,YCR027C
rho1-5002,YPR165W
rho2,YNL090W
rho3-1,YIL118W
rho3-ser228,YIL118W
rho4,YKR055W
rho5-supp1,YNL180C
ria1-ts,YNL163C
rib2-5001,YOL066C
rib5-5002,YBR256C
rib7-5001,YBR153W
ric1,YLR039C
rif1,YBR275C
rif2,YLR453C
rim1,YCR028C-A
rim101,YHL027W
rim11,YMR139W
rim13,YMR154C
rim15,YFL033C
rim20,YOR275C
rim21,YNL294C
rim4,YHL024W
rim8,YGL045W
rim9,YMR063W
rio1-5001,YOR119C
rio2-1,YNL207W
rip1,YEL024W
rit1,YMR283C
rix1-5001,YHR197W
rki1-5006,YOR095C
rki1-5008,YOR095C
rkm1,YPL208W
rkm2,YDR198C
rkm3,YBR030W
rkm4,YDR257C
rkm5,YLR137W
rkr1,YMR247C
rlf2,YPR018W
rli1-5001,YDR091C
rlm1,YPL089C
rlp24-5005,YLR009W
rlp7-5001,YNL002C
rma1,YKL132C
rmd1,YDL001W
rmd5,YDR255C
rmd6,YEL072W
rmd8,YFR048W
rmd9-supp1,YGL107C
rme1,YGR044C
rmi1,YPL024W
rmi1-supp1,YPL024W
rml2,YEL050C
rmp1-ts,YLR145W
rmr1,YGL250W
rmr1-supp1,YGL250W
rmt2,YDR465C
rna1-1,YMR235C
rna1-s116f,YMR235C
rna14-5001,YMR061W
rna15-58,YGL044C
rnh1,YMR234W
rnh201,YNL072W
rnh202,YDR279W
rnh203,YLR154C
rnh70,YGR276C
rnp1,YLL046C
rnq1,YCL028W
rnr3,YIL066C
rnr4,YGR180C
rnt1-47,YMR239C
rnt1-ts,YMR239C
rny1,YPL123C
rod1,YOR018W
rog1,YGL144C
rog3,YFR022W
rok1-5003,YGL171W
rom1,YGR070W
rom2,YLR371W
rom2-supp1,YLR371W
rom2-supp2,YLR371W
rot1-5001,YMR200W
rot2,YBR229C
rox1,YPR065W
roy1,YMR258C
rpa14,YDR156W
rpa190-1,YOR341W
rpa190-g728d,YOR341W
rpa34,YJL148W
rpa43-5003,YOR340C
rpa49-supp1,YNL248C
rpb10-5002,YOR210W
rpb10-5004,YOR210W
rpb11-5002,YOL005C
rpb2-6,YOR151C
rpb3-2,YIL021W
rpb3-5001,YIL021W
rpb4,YJL140W
rpb5-5001,YBR154C
rpb7-5001,YDR404C
rpb8-5001,YOR224C
rpb9,YGL070C
rpc11-5001,YDR045C
rpc17-5001,YJL011C
rpc19-5012,YNL113W
rpc19-5013,YNL113W
rpc25-5001,YKL144C
rpc31-5001,YNL151C
rpc34-1,YNR003C
rpc37-5001,YKR025W
rpc53-5001,YDL150W
rpc82-5001,YPR190C
rpd3,YNL330C
rpe1,YJL121C
rpf1-1,YHR088W
rpf1-5001,YHR088W
rpf2-5001,YKR081C
rpg1-1,YBR079C
rpg1-5001,YBR079C
rph1,YER169W
rpi1,YIL119C
rpl10-5001,YLR075W
rpl11a,YPR102C
rpl11b,YGR085C
rpl12a,YEL054C
rpl12b,YDR418W
rpl13a,YDL082W
rpl14a,YKL006W
rpl14b,YHL001W
rpl15a-5002,YLR029C
rpl15a-5004,YLR029C
rpl15b,YMR121C
rpl16a,YIL133C
rpl16b,YNL069C
rpl17a-5001,YKL180W
rpl17b,YJL177W
rpl18b,YNL301C
rpl19a,YBR084C-A
rpl19b,YBL027W
rpl1a,YPL220W
rpl1b,YGL135W
rpl20a,YMR242C
rpl20b,YOR312C
rpl21a,YBR191W
rpl21b,YPL079W
rpl22a,YLR061W
rpl22b,YFL034C-A
rpl23a,YBL087C
rpl23b,YER117W
rpl24a,YGL031C
rpl24b,YGR148C
rpl26a,YLR344W
rpl26b,YGR034W
rpl27b,YDR471W
rpl28-5004,YGL103W
rpl29,YFR032C-A
rpl2a,YFR031C-A
rpl2b,YIL018W
rpl3-5002,YOR063W
rpl3-5004,YOR063W
rpl31b,YLR406C
rpl33a-5004,YPL143W
rpl33b,YOR234C
rpl34a,YER056C-A
rpl34b,YIL052C
rpl35a,YDL191W
rpl35b,YDL136W
rpl36a,YMR194W
rpl37a,YLR185W
rpl37b,YDR500C
rpl38,YLR325C
rpl39,YJL189W
rpl40a,YIL148W
rpl40b,YKR094C
rpl41a,YDL184C
rpl41b,YDL133C-A
rpl42b,YHR141C
rpl43a,YPR043W
rpl43b,YJR094W-A
rpl4a,YBR031W
rpl4b,YDR012W
rpl5-5001-supp1,YPL131W
rpl6a,YML073C
rpl6b,YLR448W
rpl7b,YPL198W
rpl8a,YHL033C
rpl8b,YLL045C
rpl9a,YGL147C
rpl9b,YNL067W
rpn1-821,YHR027C
rpn10,YHR200W
rpn11-14,YFR004W
rpn11-8,YFR004W
rpn12-1,YFR052W
rpn13,YLR421C
rpn14,YGL004C
rpn4,YDL020C
rpn5-1,YDL147W
rpn5-5001,YDL147W
rpn6-1,YDL097C
rpn6-5001,YDL097C
rpn7-3,YPR108W
rpn8-5007,YOR261C
rpn8-5008,YOR261C
rpo21-1,YDL140C
rpo31-698,YOR116C
rpo41-supp1,YFL036W
rpp0-5001,YLR340W
rpp1-5003,YHR062C
rpp1-5005,YHR062C
rpp1a-supp1,YDL081C
rpp1b,YDL130W
rpp2a,YOL039W
rpp2b,YDR382W
rps0a,YGR214W
rps0b,YLR048W
rps10a,YOR293W
rps10b,YMR230W
rps11a,YDR025W
rps11b,YBR048W
rps13-5001,YDR064W
rps14a,YCR031C
rps14b,YJL191W
rps15-5001,YOL040C
rps15-5002,YOL040C
rps16a,YMR143W
rps16b,YDL083C
rps17a,YML024W
rps17b,YDR447C
rps18a,YDR450W
rps18b,YML026C
rps19a,YOL121C
rps19b,YNL302C
rps1a,YLR441C
rps1b,YML063W
rps2-5001-supp1,YGL123W
rps2-5004,YGL123W
rps20-5002,YHL015W
rps21a,YKR057W
rps21b,YJL136C
rps22a,YJL190C
rps22b,YLR367W
rps23a,YGR118W
rps23b-supp1,YPR132W
rps24a,YER074W
rps24b,YIL069C
rps25a,YGR027C
rps25b,YLR333C
rps26a,YGL189C
rps26b,YER131W
rps27a,YKL156W
rps27b,YHR021C
rps28a,YOR167C
rps28b,YLR264W
rps29a,YLR388W
rps29b,YDL061C
rps3-5002,YNL178W
rps30a,YLR287C-A
rps30b,YOR182C
rps4a,YJR145C
rps4b,YHR203C
rps6a,YPL090C
rps6b,YBR181C
rps7a,YOR096W
rps7b,YNL096C
rps8a,YBL072C
rps8b,YER102W
rps9a,YPL081W
rps9b,YBR189W
rpt1-1,YKL145W
rpt2-rf,YDL007W
rpt3-1,YDR394W
rpt4-145,YOR259C
rpt4-150,YOR259C
rpt5-5002,YOR117W
rpt6-1,YGL048C
rpt6-1-supp1,YGL048C
rpt6-20,YGL048C
rpt6-25,YGL048C
rqc1,YDR333C
rqc2,YPL009C
rrb1-5001-supp1,YMR131C
rrd1,YIL153W
rrd2,YPL152W
rrf1,YHR038W
rrg1,YDR065W
rrg7,YOR305W
rrg9-supp1,YNL213C
rri1,YDL216C
rri2,YOL117W
rrm3,YHR031C
rrn11-5001,YML043C
rrn3-s213p,YKL125W
rrn5-5001,YLR141W
rrn5-5002,YLR141W
rrn7-5001,YJL025W
rrn9-5007,YMR270C
